group,variable,value
kidney beans,strawberry jam,0
kidney beans,semolina,0
kidney beans,tequila,0
kidney beans,poppy seeds,0
kidney beans,double cream,0
kidney beans,dark chocolate,0
kidney beans,tangerine,0
kidney beans,baking powder,0
kidney beans,camembert,0
kidney beans,chopped tomatoes,0
kidney beans,vanilla essence,0
kidney beans,sea salt,0
kidney beans,ground ginger,0
kidney beans,red wine vinegar,0
kidney beans,bonito,0
kidney beans,lobster,0
kidney beans,flatbread,0
kidney beans,compote,0
kidney beans,milk chocolate,0
kidney beans,pak choi,0
kidney beans,lardons,0
kidney beans,caviar,0
kidney beans,condensed milk,0
kidney beans,marjoram,0
kidney beans,pork sausages,0
kidney beans,caster sugar,0
kidney beans,curry leaves,0
kidney beans,hollandaise sauce,0
kidney beans,turkey breast,0
chocolate truffle,chocolate truffle,2
chocolate truffle,cream cheese,1
chocolate truffle,cinnamon,1
chocolate truffle,chocolate,1
chocolate truffle,butter,1
chocolate truffle,vanilla extract,1
chocolate truffle,salt,1
chocolate truffle,dulce de leche,1
chocolate truffle,cream,1
chocolate truffle,buttermilk,1
chocolate truffle,vegetable oil,1
chocolate truffle,vodka,1
chocolate truffle,coffee,1
chocolate truffle,brown sugar,1
chocolate truffle,baking powder,1
chocolate truffle,cherry tomatoes,0
chocolate truffle,pancetta,0
chocolate truffle,white chocolate,0
chocolate truffle,champagne,0
chocolate truffle,lager,0
chocolate truffle,duck fat,0
chocolate truffle,spring roll wrappers,0
chocolate truffle,horseradish,0
chocolate truffle,coriander,0
chocolate truffle,fresh coriander,0
chocolate truffle,squid,0
chocolate truffle,gnocchi,0
chocolate truffle,curry,0
chocolate truffle,maple syrup,0
chocolate truffle,avocado,0
chocolate truffle,oats,0
chocolate truffle,vegetable stock,0
chocolate truffle,gouda,0
chocolate truffle,roast beef,0
chocolate truffle,capsicum,0
chocolate truffle,pinto beans,0
chocolate truffle,seafood,0
chocolate truffle,biscuits,0
chocolate truffle,paprika,0
chocolate truffle,risotto rice,0
chocolate truffle,nutmeg,0
chocolate truffle,juniper berries,0
chocolate truffle,salmon,0
chocolate truffle,custard,0
chocolate truffle,cottage cheese,0
chocolate truffle,haddock,0
chocolate truffle,fruit,0
chocolate truffle,apple juice,0
chocolate truffle,duck,0
chocolate truffle,green cabbage,0
chocolate truffle,long-grain rice,0
chocolate truffle,oyster mushrooms,0
chocolate truffle,zest,0
chocolate truffle,mayonnaise,0
chocolate truffle,gingerbread,0
chocolate truffle,seaweed,0
chocolate truffle,fontina cheese,0
chocolate truffle,oyster sauce,0
chocolate truffle,corned beef,0
chocolate truffle,pastrami,0
chocolate truffle,dijon mustard,0
chocolate truffle,black sesame seeds,0
chocolate truffle,lamb,0
chocolate truffle,miso,0
chocolate truffle,celery,0
chocolate truffle,white wine vinegar,0
chocolate truffle,syrup,0
chocolate truffle,sesame oil,0
chocolate truffle,sherry,0
chocolate truffle,orange,0
chocolate truffle,buckwheat,0
chocolate truffle,rice,0
chocolate truffle,chips,0
chocolate truffle,crab,0
chocolate truffle,watermelon,0
chocolate truffle,mixed berries,0
chocolate truffle,lemon,0
chocolate truffle,halibut,0
chocolate truffle,puff pastry,0
chocolate truffle,almond extract,0
chocolate truffle,hoisin sauce,0
chocolate truffle,risotto,0
chocolate truffle,brioche,0
chocolate truffle,truffle oil,0
chocolate truffle,curry powder,0
chocolate truffle,cognac,0
chocolate truffle,chicken,0
chocolate truffle,fillet of beef,0
chocolate truffle,fleur de sel,0
chocolate truffle,rum,0
chocolate truffle,rice wine,0
chocolate truffle,mixed spice,0
chocolate truffle,serrano ham,0
chocolate truffle,dill,0
chocolate truffle,split peas,0
chocolate truffle,hummus,0
chocolate truffle,millet flour,0
chocolate truffle,sea bream,0
chocolate truffle,pomegranate,0
chocolate truffle,stock,0
chocolate truffle,buns,0
chocolate truffle,ginger,0
chocolate truffle,chutney,0
chocolate truffle,chinese cabbage,0
chocolate truffle,swiss chard,0
chocolate truffle,spring greens,0
chocolate truffle,shellfish,0
chocolate truffle,coconut cream,0
chocolate truffle,sesame seeds,0
chocolate truffle,stuffing,0
chocolate truffle,pigeon peas,0
chocolate truffle,sourdough bread,0
chocolate truffle,cider,0
chocolate truffle,nasturtium,0
chocolate truffle,yoghurt,0
chocolate truffle,bay leaf,0
chocolate truffle,plain flour,0
chocolate truffle,food colouring,0
chocolate truffle,flour,0
chocolate truffle,fusilli,0
chocolate truffle,squash,0
chocolate truffle,vegetables,0
chocolate truffle,pea shoots,0
chocolate truffle,pesto,0
chocolate truffle,asafoetida,0
chocolate truffle,ricotta,0
chocolate truffle,noodles,0
chocolate truffle,lime juice,0
chocolate truffle,spaghetti squash,0
chocolate truffle,cucumber,0
chocolate truffle,mint,0
chocolate truffle,pappardelle,0
chocolate truffle,bicarbonate of soda,0
chocolate truffle,pasta,0
chocolate truffle,vermicelli,0
chocolate truffle,quinoa,0
chocolate truffle,evaporated milk,0
chocolate truffle,vinegar,0
chocolate truffle,pineapple,0
chocolate truffle,rainbow chard,0
chocolate truffle,root beer,0
chocolate truffle,amaranth,0
chocolate truffle,kale,0
chocolate truffle,wholemeal bread,0
chocolate truffle,lemon juice,0
chocolate truffle,mustard,0
chocolate truffle,rye bread,0
chocolate truffle,peanuts,0
chocolate truffle,blood orange,0
chocolate truffle,dry sherry,0
chocolate truffle,tomato juice,0
chocolate truffle,cardamom,0
chocolate truffle,pumpernickel bread,0
chocolate truffle,chickpea flour,0
chocolate truffle,molasses,0
chocolate truffle,sugar,0
chocolate truffle,broccoli,0
chocolate truffle,fennel seeds,0
chocolate truffle,soda,0
chocolate truffle,cabbage,0
chocolate truffle,black pepper,0
chocolate truffle,fat,0
chocolate truffle,daikon,0
chocolate truffle,soba noodles,0
chocolate truffle,anise,0
chocolate truffle,barbecue sauce,0
chocolate truffle,anchovies,0
chocolate truffle,peanut oil,0
chocolate truffle,pepperoni,0
chocolate truffle,lime,0
chocolate truffle,mussels,0
chocolate truffle,sherry vinegar,0
chocolate truffle,coconut,0
chocolate truffle,cranberry juice,0
chocolate truffle,garlic,0
chocolate truffle,wasabi,0
chocolate truffle,spaghetti,0
chocolate truffle,chorizo,0
chocolate truffle,porcini,0
chocolate truffle,cream soda,0
chocolate truffle,herbes de provence,0
chocolate truffle,sirloin,0
chocolate truffle,port,0
chocolate truffle,balsamic vinegar,0
chocolate truffle,tahini,0
chocolate truffle,cayenne pepper,0
chocolate truffle,wine,0
chocolate truffle,pork belly,0
chocolate truffle,coffee liqueur,0
chocolate truffle,macaroni,0
chocolate truffle,salad,0
chocolate truffle,orange juice,0
chocolate truffle,pork loin,0
chocolate truffle,marsala wine,0
chocolate truffle,rice vinegar,0
chocolate truffle,walnut oil,0
chocolate truffle,bulgur wheat,0
chocolate truffle,vermouth,0
chocolate truffle,black beans,0
chocolate truffle,chicken stock,0
chocolate truffle,red cabbage,0
chocolate truffle,parsley,0
chocolate truffle,hazelnut oil,0
chocolate truffle,stew,0
chocolate truffle,sunflower oil,0
chocolate truffle,jam,0
chocolate truffle,croutons,0
chocolate truffle,oregano,0
chocolate truffle,cumin,0
chocolate truffle,french bread,0
chocolate truffle,milk,0
chocolate truffle,chipotle,0
chocolate truffle,runner beans,0
chocolate truffle,gravy,0
chocolate truffle,allspice,0
chocolate truffle,peas,0
chocolate truffle,chilli paste,0
chocolate truffle,cod,0
chocolate truffle,beef ribs,0
chocolate truffle,clarified butter,0
chocolate truffle,preserves,0
chocolate truffle,spinach,0
chocolate truffle,sage,0
chocolate truffle,salsa,0
chocolate truffle,polenta,0
chocolate truffle,nori,0
chocolate truffle,curry paste,0
chocolate truffle,basil,0
chocolate truffle,grapefruit juice,0
chocolate truffle,potato wedges,0
chocolate truffle,coconut milk,0
chocolate truffle,pomegranate juice,0
chocolate truffle,green beans,0
chocolate truffle,herbs,0
chocolate truffle,ale,0
chocolate truffle,crisps,0
chocolate truffle,cocoa powder,0
chocolate truffle,iceberg lettuce,0
chocolate truffle,wild rice,0
chocolate truffle,ghee,0
chocolate truffle,steak,0
chocolate truffle,rye flour,0
chocolate truffle,saffron,0
chocolate truffle,sushi rice,0
chocolate truffle,ketchup,0
chocolate truffle,lemon balm,0
chocolate truffle,fennel,0
chocolate truffle,thai basil,0
chocolate truffle,garam masala,0
chocolate truffle,bread,0
chocolate truffle,cheese,0
chocolate truffle,papaya,0
chocolate truffle,rhubarb,0
chocolate truffle,ciabatta,0
chocolate truffle,capers,0
chocolate truffle,honey,0
chocolate truffle,curd cheese,0
chocolate truffle,turkey,0
chocolate truffle,lettuce,0
chocolate truffle,chard,0
chocolate truffle,tofu,0
chocolate truffle,jaggery,0
chocolate truffle,oatmeal,0
chocolate truffle,brussels sprouts,0
chocolate truffle,golden syrup,0
chocolate truffle,sumac,0
chocolate truffle,palm sugar,0
chocolate truffle,lemongrass,0
chocolate truffle,guacamole,0
chocolate truffle,pulled pork,0
chocolate truffle,spelt flour,0
chocolate truffle,beef stock,0
chocolate truffle,spices,0
chocolate truffle,worcestershire sauce,0
chocolate truffle,cola,0
chocolate truffle,clams,0
chocolate truffle,mixed nuts,0
chocolate truffle,raspberry jam,0
chocolate truffle,rock salt,0
chocolate truffle,radicchio,0
chocolate truffle,ham,0
chocolate truffle,bacon,0
chocolate truffle,brisket,0
chocolate truffle,fish,0
chocolate truffle,fish sauce,0
chocolate truffle,tamarind,0
chocolate truffle,rosewater,0
chocolate truffle,seeds,0
chocolate truffle,grapeseed oil,0
chocolate truffle,coconut oil,0
chocolate truffle,mirin,0
chocolate truffle,cake,0
chocolate truffle,chestnut mushrooms,0
chocolate truffle,beans,0
chocolate truffle,rosemary,0
chocolate truffle,cream of tartar,0
chocolate truffle,rice noodles,0
chocolate truffle,pork,0
chocolate truffle,brown rice,0
chocolate truffle,mascarpone,0
chocolate truffle,rice flour,0
chocolate truffle,cauliflower,0
chocolate truffle,beef,0
chocolate truffle,white wine,0
chocolate truffle,meat,0
chocolate truffle,pollock,0
chocolate truffle,savoy cabbage,0
chocolate truffle,grapefruit,0
chocolate truffle,olive oil,0
chocolate truffle,cannellini beans,0
chocolate truffle,soy sauce,0
chocolate truffle,kidney beans,0
chocolate truffle,mustard powder,0
chocolate truffle,soup,0
chocolate truffle,broth,0
chocolate truffle,tarragon,0
chocolate truffle,mung beans,0
chocolate truffle,tilapia,0
chocolate truffle,asparagus,0
chocolate truffle,yeast,0
chocolate truffle,mango chutney,0
chocolate truffle,demerara sugar,0
chocolate truffle,dumplings,0
chocolate truffle,icing,0
chocolate truffle,crackers,0
chocolate truffle,ground almonds,0
chocolate truffle,foie gras,0
chocolate truffle,butternut squash,0
chocolate truffle,liver,0
chocolate truffle,linguine,0
chocolate truffle,horseradish sauce,0
chocolate truffle,coriander seeds,0
chocolate truffle,monkfish,0
chocolate truffle,bamboo shoots,0
chocolate truffle,peanut butter,0
chocolate truffle,white pepper,0
chocolate truffle,gin,0
chocolate truffle,beansprouts,0
chocolate truffle,caraway seeds,0
chocolate truffle,pineapple juice,0
chocolate truffle,savory,0
chocolate truffle,broad beans,0
chocolate truffle,venison,0
chocolate truffle,smoked salmon,0
chocolate truffle,red wine,0
chocolate truffle,pastry,0
chocolate truffle,verjus,0
chocolate truffle,coffee granules,0
chocolate truffle,roast turkey,0
chocolate truffle,prosciutto,0
chocolate truffle,lemon curd,0
chocolate truffle,chives,0
chocolate truffle,curly kale,0
chocolate truffle,white bread,0
chocolate truffle,corn syrup,0
chocolate truffle,cuttlefish,0
chocolate truffle,chervil,0
chocolate truffle,seasoning,0
chocolate truffle,salami,0
chocolate truffle,lentils,0
chocolate truffle,safflower oil,0
chocolate truffle,ice cream,0
chocolate truffle,mustard seeds,0
chocolate truffle,raisins,0
chocolate truffle,chocolate cake,0
chocolate truffle,margarine,0
chocolate truffle,gorgonzola,0
chocolate truffle,oil,0
chocolate truffle,jelly,0
chocolate truffle,apricot jam,0
chocolate truffle,whipping cream,0
chocolate truffle,coleslaw,0
chocolate truffle,salad leaves,0
chocolate truffle,mango,0
chocolate truffle,pepper,0
chocolate truffle,watercress,0
chocolate truffle,beer,0
chocolate truffle,thyme,0
chocolate truffle,vegetable shortening,0
chocolate truffle,pork shoulder,0
chocolate truffle,turmeric,0
chocolate truffle,green lentil,0
chocolate truffle,cress,0
chocolate truffle,star anise,0
chocolate truffle,arborio rice,0
chocolate truffle,corn oil,0
chocolate truffle,grapes,0
chocolate truffle,pumpkin,0
chocolate truffle,coulis,0
chocolate truffle,baguette,0
chocolate truffle,brandy,0
chocolate truffle,strawberry jam,0
chocolate truffle,semolina,0
chocolate truffle,tequila,0
chocolate truffle,poppy seeds,0
chocolate truffle,double cream,0
chocolate truffle,dark chocolate,0
chocolate truffle,tangerine,0
chocolate truffle,camembert,0
chocolate truffle,chopped tomatoes,0
chocolate truffle,vanilla essence,0
chocolate truffle,sea salt,0
chocolate truffle,ground ginger,0
chocolate truffle,red wine vinegar,0
chocolate truffle,bonito,0
chocolate truffle,lobster,0
chocolate truffle,flatbread,0
chocolate truffle,compote,0
chocolate truffle,milk chocolate,0
chocolate truffle,pak choi,0
chocolate truffle,lardons,0
chocolate truffle,caviar,0
chocolate truffle,condensed milk,0
chocolate truffle,marjoram,0
chocolate truffle,pork sausages,0
chocolate truffle,caster sugar,0
chocolate truffle,curry leaves,0
chocolate truffle,hollandaise sauce,0
chocolate truffle,turkey breast,0
mustard powder,mustard powder,22
mustard powder,salt,6
mustard powder,sugar,4
mustard powder,worcestershire sauce,3
mustard powder,pepper,3
mustard powder,paprika,2
mustard powder,barbecue sauce,2
mustard powder,garlic,2
mustard powder,cayenne pepper,2
mustard powder,vegetable oil,2
mustard powder,lettuce,2
mustard powder,brown sugar,2
mustard powder,chives,2
mustard powder,sea salt,2
mustard powder,avocado,1
mustard powder,mayonnaise,1
mustard powder,butter,1
mustard powder,cognac,1
mustard powder,dill,1
mustard powder,buns,1
mustard powder,molasses,1
mustard powder,lime,1
mustard powder,orange juice,1
mustard powder,rice vinegar,1
mustard powder,cumin,1
mustard powder,ketchup,1
mustard powder,honey,1
mustard powder,guacamole,1
mustard powder,grapeseed oil,1
mustard powder,olive oil,1
mustard powder,soy sauce,1
mustard powder,foie gras,1
mustard powder,pork shoulder,1
mustard powder,cherry tomatoes,0
mustard powder,pancetta,0
mustard powder,white chocolate,0
mustard powder,champagne,0
mustard powder,lager,0
mustard powder,duck fat,0
mustard powder,spring roll wrappers,0
mustard powder,horseradish,0
mustard powder,coriander,0
mustard powder,fresh coriander,0
mustard powder,squid,0
mustard powder,gnocchi,0
mustard powder,curry,0
mustard powder,maple syrup,0
mustard powder,oats,0
mustard powder,vegetable stock,0
mustard powder,gouda,0
mustard powder,roast beef,0
mustard powder,capsicum,0
mustard powder,pinto beans,0
mustard powder,seafood,0
mustard powder,biscuits,0
mustard powder,risotto rice,0
mustard powder,cream cheese,0
mustard powder,nutmeg,0
mustard powder,juniper berries,0
mustard powder,salmon,0
mustard powder,custard,0
mustard powder,cottage cheese,0
mustard powder,haddock,0
mustard powder,fruit,0
mustard powder,cinnamon,0
mustard powder,apple juice,0
mustard powder,duck,0
mustard powder,green cabbage,0
mustard powder,long-grain rice,0
mustard powder,oyster mushrooms,0
mustard powder,zest,0
mustard powder,gingerbread,0
mustard powder,seaweed,0
mustard powder,fontina cheese,0
mustard powder,oyster sauce,0
mustard powder,corned beef,0
mustard powder,pastrami,0
mustard powder,dijon mustard,0
mustard powder,black sesame seeds,0
mustard powder,lamb,0
mustard powder,miso,0
mustard powder,celery,0
mustard powder,white wine vinegar,0
mustard powder,syrup,0
mustard powder,sesame oil,0
mustard powder,sherry,0
mustard powder,orange,0
mustard powder,buckwheat,0
mustard powder,rice,0
mustard powder,chips,0
mustard powder,crab,0
mustard powder,watermelon,0
mustard powder,mixed berries,0
mustard powder,chocolate,0
mustard powder,lemon,0
mustard powder,halibut,0
mustard powder,puff pastry,0
mustard powder,vanilla extract,0
mustard powder,almond extract,0
mustard powder,hoisin sauce,0
mustard powder,risotto,0
mustard powder,brioche,0
mustard powder,truffle oil,0
mustard powder,curry powder,0
mustard powder,chicken,0
mustard powder,fillet of beef,0
mustard powder,fleur de sel,0
mustard powder,rum,0
mustard powder,rice wine,0
mustard powder,mixed spice,0
mustard powder,serrano ham,0
mustard powder,split peas,0
mustard powder,hummus,0
mustard powder,millet flour,0
mustard powder,sea bream,0
mustard powder,pomegranate,0
mustard powder,stock,0
mustard powder,ginger,0
mustard powder,chutney,0
mustard powder,chinese cabbage,0
mustard powder,swiss chard,0
mustard powder,spring greens,0
mustard powder,shellfish,0
mustard powder,coconut cream,0
mustard powder,sesame seeds,0
mustard powder,stuffing,0
mustard powder,pigeon peas,0
mustard powder,sourdough bread,0
mustard powder,cider,0
mustard powder,nasturtium,0
mustard powder,yoghurt,0
mustard powder,dulce de leche,0
mustard powder,bay leaf,0
mustard powder,plain flour,0
mustard powder,cream,0
mustard powder,food colouring,0
mustard powder,flour,0
mustard powder,fusilli,0
mustard powder,squash,0
mustard powder,vegetables,0
mustard powder,buttermilk,0
mustard powder,pea shoots,0
mustard powder,pesto,0
mustard powder,asafoetida,0
mustard powder,ricotta,0
mustard powder,noodles,0
mustard powder,lime juice,0
mustard powder,spaghetti squash,0
mustard powder,cucumber,0
mustard powder,mint,0
mustard powder,pappardelle,0
mustard powder,bicarbonate of soda,0
mustard powder,pasta,0
mustard powder,vermicelli,0
mustard powder,quinoa,0
mustard powder,evaporated milk,0
mustard powder,vinegar,0
mustard powder,pineapple,0
mustard powder,rainbow chard,0
mustard powder,root beer,0
mustard powder,amaranth,0
mustard powder,kale,0
mustard powder,wholemeal bread,0
mustard powder,lemon juice,0
mustard powder,mustard,0
mustard powder,rye bread,0
mustard powder,peanuts,0
mustard powder,blood orange,0
mustard powder,dry sherry,0
mustard powder,tomato juice,0
mustard powder,cardamom,0
mustard powder,pumpernickel bread,0
mustard powder,chickpea flour,0
mustard powder,broccoli,0
mustard powder,fennel seeds,0
mustard powder,soda,0
mustard powder,cabbage,0
mustard powder,black pepper,0
mustard powder,fat,0
mustard powder,daikon,0
mustard powder,soba noodles,0
mustard powder,anise,0
mustard powder,anchovies,0
mustard powder,peanut oil,0
mustard powder,pepperoni,0
mustard powder,mussels,0
mustard powder,sherry vinegar,0
mustard powder,coconut,0
mustard powder,cranberry juice,0
mustard powder,wasabi,0
mustard powder,spaghetti,0
mustard powder,chorizo,0
mustard powder,porcini,0
mustard powder,cream soda,0
mustard powder,herbes de provence,0
mustard powder,sirloin,0
mustard powder,port,0
